,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,STUDENT ID
353,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,0,1,0,0,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,353
354,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,0,1,1,1,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,354
355,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,0,1,0,0,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,355
356,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,0,1,1,1,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,356
357,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,0,0,0,0,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,357
358,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,0,0,0,0,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,358
359,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,0,0,0,0,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,359
360,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,0,0,0,0,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,360
361,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,0,0,0,1,no,no,no,no,4,4,3,2,3,5,2,13,12,12,361
362,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,0,1,0,0,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,362
363,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,0,1,1,1,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,363
364,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,0,0,0,0,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,364
365,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,365
366,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0,0,1,0,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,366
367,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,0,1,1,0,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,367
368,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0,1,1,0,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,368
369,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,0,1,1,0,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,369
370,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,0,0,0,1,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,370
371,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,0,1,1,1,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,371
372,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,372
373,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0,0,0,1,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,373
374,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,374
375,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,0,0,0,0,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,375
376,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,0,1,1,0,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,376
377,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,0,0,1,1,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,377
378,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,0,0,1,0,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,378
379,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,0,1,1,1,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,379
380,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,0,0,1,1,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,380
381,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,0,0,0,1,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,381
382,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,0,0,0,1,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,382
383,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,0,0,0,0,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,383
384,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,0,0,1,0,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,384
385,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,0,0,1,0,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10,385
386,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,0,1,1,1,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,386
387,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,0,0,0,1,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,387
388,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,0,1,1,0,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8,388
389,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,0,0,0,1,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,389
390,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,0,1,1,0,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9,390
391,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,0,0,0,0,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,391
392,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,0,0,0,0,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,392
393,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,0,0,0,0,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,393
394,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,0,0,0,0,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9,394
