num_clicks,previous_grade,homework_score,exam_grade
3635,9.06,14.27,4.02
2541,8.35,50.91,7.4
3610,1.97,82.97,9.69
1692,4.41,34.98,4.55
105,1.99,42.48,8.3
1681,2.64,12.82,9.75
4097,5.04,12.29,8.73
4016,0.68,61.96,2.27
2636,2.18,67.55,0.08
2137,9.35,77.73,4.92
3416,4.66,55.67,5.31
4445,4.45,64.58,2.01
3530,0.15,1.35,2.85
1286,2.47,16.22,7.65
3179,8.66,98.49,4.7
3654,1.65,7.6,3.17
2359,4.15,67.88,6.23
444,0.14,17.61,6.53
35,4.78,71.67,7.69
1475,0.21,70.6,1.57
3957,8.2,23.42,7.42
1798,8.25,26.96,5.99
1845,7.88,65.48,0.58
1408,2.83,39.01,7.77
1708,8.37,19.45,3.83
2938,5.43,73.17,3.3
1300,3.74,15.41,4.48
1243,6.25,85.56,3.46
3976,0.12,51.47,3.38
3097,1.43,10.57,8.08
4616,7.42,69.41,1.25
9,2.44,51.92,9.71
2425,5.98,29.81,5.55
1660,3.85,42.25,1.83
2631,8.55,29.83,1.31
4815,9.52,26.3,5.92
1072,8.84,16.36,6.33
3225,2.71,36.28,0.53
4954,1.94,25.1,2.43
1316,4.74,68.34,7.95
4145,0.07,68.39,0.5
3683,0.26,50.18,8.55
3273,5.53,77.79,6.58
145,5.2,84.13,4.34
3040,9.95,57.98,3.46
1462,2.02,61.89,0.19
4676,2.58,28.29,8.25
1584,1.14,89.49,1.43
482,9.18,2.42,3.1
3179,7.78,34.86,5.69
1249,8.22,72.18,2.46
4768,9.03,8.01,4.97
630,5.25,18.32,8.09
661,4.51,58.93,4.71
3503,3.3,56.0,9.49
2852,5.89,73.89,8.48
2466,4.54,81.26,3.33
987,4.52,12.86,4.0
1546,9.37,1.84,4.23
649,9.84,68.96,6.26
968,7.96,30.14,2.87
2637,7.57,62.6,9.69
1100,6.81,15.05,6.09
440,1.66,46.9,3.99
769,0.59,50.44,6.45
1343,6.91,58.51,3.95
4358,7.29,51.32,8.18
3729,0.47,49.57,5.68
3906,9.28,33.27,0.42
1577,0.91,7.12,1.77
4008,2.86,8.95,8.65
3351,6.72,43.38,5.63
4795,1.7,35.58,9.5
2349,0.55,51.61,0.72
3602,3.31,30.48,2.95
1241,7.66,68.79,1.94
1125,4.14,86.4,5.54
2601,6.53,29.89,3.83
1190,5.8,19.3,1.57
4131,0.22,11.62,6.43
4839,9.89,61.63,5.36
4448,0.41,44.39,2.75
72,9.68,18.8,4.8
1914,5.5,65.31,7.46
2472,9.63,14.85,2.05
3046,1.15,55.43,2.93
707,4.9,52.71,3.46
1804,1.7,73.42,7.47
3713,0.51,5.51,8.47
2564,6.18,88.79,3.76
2475,2.08,70.3,2.97
3610,5.88,21.61,8.89
4255,1.12,18.34,9.99
2823,3.32,43.17,6.7
1735,7.82,81.76,9.9
1585,4.37,84.29,6.6
66,6.28,52.05,7.33
3061,6.47,86.08,3.89
2428,8.44,0.54,4.33
4153,3.25,3.52,1.44
341,6.87,91.18,8.23
2774,9.62,77.53,9.31
2817,7.3,45.07,6.23
2661,4.9,75.36,3.44
1232,6.31,95.56,1.54
3874,7.4,77.21,2.65
2401,6.12,84.24,2.55
1494,0.17,76.06,6.14
4211,1.95,16.82,9.45
661,8.1,83.36,0.48
3883,2.73,19.51,0.01
3619,7.32,89.26,6.0
1868,3.72,45.86,2.84
2334,5.22,67.7,8.81
3374,0.68,49.72,3.27
1016,1.81,9.4,2.9
4406,9.57,29.07,2.7
207,8.9,98.37,1.45
2665,6.52,96.07,5.82
2493,4.6,32.05,1.68
632,6.76,99.63,4.25
2102,6.19,84.56,4.61
2959,5.69,61.1,0.2
3083,0.59,4.01,0.17
4752,6.33,90.14,5.2
1931,7.69,55.74,6.96
3719,9.94,86.85,9.42
2562,0.11,83.44,1.79
1679,7.3,83.3,1.03
236,5.72,69.82,0.52
4443,4.34,29.14,4.36
4725,1.28,33.62,6.23
1540,4.09,30.85,8.41
3943,3.54,2.0,6.83
363,3.03,58.26,2.08
2368,7.31,69.88,4.62
285,7.01,85.39,9.1
148,5.89,14.02,3.27
4037,9.39,54.42,4.99
4551,3.5,0.8,9.59
1766,2.44,9.51,7.35
4895,6.56,5.42,7.48
1012,1.99,72.55,2.52
2831,3.15,8.11,4.15
2507,2.25,71.65,0.82
1523,0.69,24.96,6.07
2785,8.27,87.77,1.04
2556,2.55,81.31,8.36
3725,4.73,95.78,8.15
4576,0.43,88.38,5.34
1601,6.99,93.33,1.41
2408,3.31,85.87,0.26
340,7.45,69.34,7.97
2817,4.12,17.03,6.0
2496,1.96,27.17,7.11
4930,5.13,21.27,3.04
1725,1.31,60.36,5.09
1689,4.41,50.36,7.47
3267,3.17,86.71,4.63
4406,9.12,95.27,6.01
261,0.61,40.49,7.9
1442,6.94,50.64,2.15
405,1.83,97.15,0.66
2190,3.19,27.62,5.32
4437,4.16,79.24,0.62
243,9.08,22.52,7.67
4585,2.43,68.15,7.19
4107,0.91,25.36,8.82
560,3.19,88.37,6.4
4137,1.05,56.15,0.67
2725,1.29,18.59,2.53
593,5.74,22.44,8.08
1826,0.61,49.38,1.67
3229,0.31,96.16,6.98
3287,7.14,76.96,7.8
4073,3.62,48.83,3.3
133,1.25,33.77,3.22
3138,2.54,54.93,5.58
3919,6.42,74.84,8.61
72,2.76,78.39,2.24
4494,4.95,32.46,9.41
4225,1.22,72.12,5.99
2978,5.88,65.78,9.92
4361,3.16,95.91,0.9
1985,6.27,93.11,1.27
792,8.08,78.94,8.27
4259,6.12,72.34,8.65
94,2.96,27.4,4.45
1133,2.56,84.6,7.14
4917,3.27,42.75,8.68
237,1.65,27.22,0.43
2946,1.81,38.42,5.74
2530,7.91,83.59,8.53
1960,3.85,14.86,3.98
1048,4.36,45.62,3.02
2529,5.94,49.24,7.96
2964,5.9,3.66,3.36
963,0.67,19.57,0.03
536,8.32,82.67,9.6
4223,1.77,83.08,5.92
3679,7.23,29.24,8.2
4187,7.73,87.49,8.25
3724,7.15,77.18,0.66
542,5.79,41.79,1.71
845,0.15,74.84,3.11
3603,3.6,96.13,3.21
3036,6.05,45.9,6.59
2494,3.87,23.84,6.23
4485,8.63,94.18,4.95
2719,3.09,60.37,2.11
1884,2.94,10.53,3.82
4138,2.66,57.27,5.44
4349,3.33,50.06,4.68
3201,5.57,85.56,1.27
2710,7.07,53.07,6.5
1953,6.63,25.52,0.73
4737,8.08,67.56,3.78
3850,8.86,54.26,7.1
689,8.16,23.3,0.2
1950,0.19,57.36,5.7
456,7.36,82.15,3.35
2130,2.08,2.86,0.09
3976,1.33,63.09,1.9
4244,6.38,34.96,9.41
1179,3.2,29.27,5.21
4285,0.57,39.26,9.97
3565,1.38,34.2,5.25
882,0.01,83.22,5.44
399,9.03,27.48,3.92
608,0.25,73.32,3.1
1638,2.09,9.41,2.52
2148,4.16,95.14,3.43
1382,3.57,62.23,4.6
1403,9.12,70.67,1.92
819,0.4,29.8,2.25
3292,5.12,41.21,2.72
819,6.8,22.38,4.49
419,9.32,93.25,6.53
4219,6.2,48.81,8.56
4517,8.04,63.04,2.87
3302,0.84,73.43,1.84
1508,3.86,37.11,3.79
767,3.74,72.01,8.94
2044,8.86,67.6,0.1
2139,1.51,70.57,6.78
3029,1.52,48.92,4.77
1549,3.29,38.29,1.61
1764,0.54,22.21,3.21
2645,1.82,82.46,2.25
3716,9.65,60.84,8.78
4605,4.28,44.44,4.82
4481,6.32,94.4,5.63
2293,7.26,4.78,5.94
4837,3.67,85.02,6.4
2708,1.47,99.76,4.96
900,2.07,88.69,0.18
3084,3.13,81.04,3.35
2009,6.36,37.43,1.84
241,3.98,23.13,6.8
2385,0.07,73.49,0.57
4268,5.23,30.46,5.64
671,9.22,17.6,2.11
163,8.12,78.65,9.49
464,8.25,31.25,3.36
3042,7.95,91.44,3.25
4592,3.24,84.06,9.23
4795,7.65,84.76,4.17
2442,1.43,77.16,9.63
4798,6.58,88.09,0.24
2355,6.42,80.57,3.06
4278,0.26,60.25,6.66
4724,7.88,29.58,8.91
2557,9.03,88.82,2.56
545,2.67,84.06,9.3
4719,8.12,47.29,5.94
3835,0.82,3.91,8.01
593,6.0,63.85,3.97
4839,4.86,5.06,2.12
3804,5.46,92.63,9.11
1459,9.26,96.16,9.33
3493,8.71,18.95,4.98
2601,7.85,67.64,0.06
2444,2.74,9.23,1.1
2672,9.12,72.95,5.73
4200,0.98,34.73,0.24
16,8.53,68.11,3.97
3191,3.28,37.29,3.03
392,0.54,14.56,7.14
424,6.69,40.61,0.56
571,2.31,11.27,4.89
3631,2.44,57.69,5.79
1120,3.06,4.1,6.17
241,0.64,52.73,4.05
3897,1.77,88.64,3.04
4095,0.05,83.79,6.82
2279,4.45,88.28,8.48
788,0.84,92.2,6.94
714,6.83,10.45,9.32
4854,2.36,12.87,7.17
2849,9.44,55.7,7.65
775,8.71,89.4,1.68
4026,2.89,97.43,4.2
2247,7.83,4.63,4.85
78,8.03,35.58,2.56
3926,9.87,21.29,5.29
855,5.98,75.6,2.91
2148,0.82,64.02,6.88
1031,6.47,11.99,4.7
4940,6.25,48.35,4.59
3271,6.38,68.54,9.84
3576,3.07,77.9,3.92
4182,8.6,2.01,3.62
3456,9.59,89.05,3.19
3506,2.18,56.93,8.95
407,0.88,81.19,4.97
2711,1.95,80.79,6.0
3088,8.21,18.99,1.81
1668,6.77,11.02,5.41
147,6.36,72.13,2.75
4327,4.02,15.64,7.31
3897,5.78,84.99,8.33
1950,3.08,72.62,7.15
365,4.77,84.18,7.3
1674,7.93,29.9,5.12
4531,9.81,31.66,7.12
4494,9.32,67.12,4.23
2546,9.34,3.14,6.51
562,4.02,72.65,2.59
3562,4.69,83.58,0.7
2489,7.06,41.52,4.13
772,9.22,76.49,4.62
2037,1.42,17.46,2.56
3423,3.04,32.23,7.28
2567,1.39,97.43,0.74
1573,6.12,98.63,2.23
3694,3.06,51.26,7.49
3291,3.26,93.43,4.37
1246,0.71,52.27,7.05
3719,3.5,29.16,5.67
3839,8.62,26.69,9.51
359,2.33,92.95,5.98
2376,6.95,17.24,0.15
3009,6.3,57.96,3.53
2993,8.63,55.55,1.43
962,1.32,73.96,9.25
3632,9.78,49.92,1.04
1827,5.83,27.23,3.88
1613,9.95,16.94,2.26
1640,9.12,62.08,8.47
2216,2.22,71.9,3.09
4312,0.56,56.95,9.92
377,2.56,73.84,0.39
4214,5.28,14.15,1.28
4285,1.72,88.25,2.25
369,1.67,58.24,8.11
2196,4.63,12.68,8.79
3747,0.33,46.19,0.71
651,1.22,84.48,0.32
769,4.16,89.76,7.45
2421,0.63,26.46,1.33
780,3.97,71.13,1.33
1716,4.74,10.0,0.22
3983,4.51,3.35,0.5
1311,8.69,56.04,2.64
3359,5.3,69.48,0.65
522,4.68,79.58,3.69
521,4.11,34.02,8.33
4878,8.18,0.65,3.26
2320,8.95,47.95,7.28
935,8.53,1.59,0.94
2230,6.74,9.2,6.59
4040,1.37,32.67,3.17
4583,2.77,43.72,7.5
4941,0.46,27.95,1.36
3697,9.31,58.19,8.98
2837,6.61,5.53,2.43
4083,7.46,14.46,3.53
2461,3.12,69.53,9.5
3243,8.46,14.21,5.78
3359,2.6,63.98,3.66
685,0.02,5.47,9.5
2160,3.76,40.74,3.29
3988,5.71,17.74,0.95
4066,4.79,10.96,9.97
1567,8.62,56.7,2.68
38,1.05,92.83,8.51
2544,5.54,5.48,1.66
4875,5.13,42.16,7.31
1256,2.81,70.75,5.24
2990,8.22,46.27,9.81
2196,7.53,80.65,5.53
3468,7.33,17.96,0.25
2708,8.76,95.96,6.04
301,7.23,38.52,1.45
646,2.32,34.16,7.99
4758,7.06,87.46,8.57
1759,3.08,56.39,4.82
4351,2.42,51.64,7.83
597,0.73,72.7,1.45
661,7.44,57.98,4.92
4330,7.11,16.25,3.94
1368,2.34,67.42,6.11
2581,7.49,13.35,0.44
3868,9.18,80.59,7.52
3537,1.08,98.97,0.79
4865,2.33,37.74,6.56
4308,7.5,44.48,0.18
4558,2.75,4.64,8.32
282,6.25,1.37,1.75
3678,0.81,92.14,5.15
1486,4.52,12.86,2.61
4082,7.39,44.58,7.23
4183,6.87,81.54,3.21
460,8.15,88.93,7.25
2325,8.77,51.94,2.85
3754,7.73,56.5,7.52
2468,6.72,66.97,0.31
1724,0.32,96.14,2.83
1376,5.35,60.27,4.99
2743,0.38,55.95,0.45
514,8.08,1.45,1.86
702,3.21,8.09,9.35
1653,5.62,57.72,9.77
2066,2.79,93.62,7.4
22,7.83,86.67,2.52
2460,8.87,98.26,2.61
1304,3.99,52.78,6.46
3300,8.63,78.79,1.18
361,2.67,84.04,9.48
3727,5.35,64.8,2.25
1284,8.59,33.87,10.0
514,3.26,47.0,4.96
448,9.54,85.79,7.71
1855,1.22,29.85,0.02
4969,0.18,92.37,8.89
3562,9.04,22.98,2.7
2520,0.69,74.95,6.68
3081,9.92,63.06,8.06
1428,9.51,74.96,1.64
3967,1.37,43.73,4.43
922,5.38,93.26,4.94
3137,1.85,63.25,3.12
2159,4.28,28.83,4.82
2547,0.61,63.85,3.18
2979,2.24,28.68,3.61
2281,3.63,29.36,6.69
2649,4.39,39.96,6.33
313,9.77,85.24,2.32
2613,8.08,50.03,8.97
3083,7.37,67.89,8.63
2256,5.37,39.2,5.09
1037,8.4,26.36,4.33
3489,3.39,95.46,3.77
2634,7.09,60.36,7.07
3983,9.94,93.4,6.72
1778,3.15,20.34,1.96
3895,6.74,14.69,6.71
1124,8.44,85.58,2.52
697,9.16,68.09,0.19
2179,7.18,18.66,6.99
1404,2.84,26.94,6.45
1043,3.26,80.07,4.11
1929,0.21,45.39,5.26
1013,7.61,67.05,9.47
226,0.43,31.84,5.95
1828,8.65,38.12,6.58
4917,1.19,99.07,0.64
2023,1.72,24.76,1.66
4966,4.77,50.65,3.01
2452,7.38,84.44,5.39
2085,1.39,23.92,7.77
4283,4.4,41.52,3.21
1080,4.83,61.51,3.56
2320,2.12,48.12,2.56
3190,1.16,45.95,2.55
2630,8.36,36.25,9.49
2563,5.02,58.66,6.35
3292,0.14,62.44,1.56
4621,8.03,65.33,7.22
3586,9.81,7.04,7.22
4431,6.06,63.1,6.66
2947,5.04,95.32,1.35
3959,8.78,54.1,4.08
2813,9.53,71.53,1.07
2583,7.55,55.67,8.17
161,4.45,85.47,6.55
593,5.92,92.96,5.07
3259,7.01,18.42,3.43
4155,1.94,43.69,1.84
2962,4.47,39.24,1.06
3888,8.3,40.52,9.69
3390,6.55,12.55,2.0
4501,4.11,81.36,0.6
663,6.63,3.58,9.62
1132,1.18,52.82,5.49
541,4.01,66.19,7.97
2974,7.93,20.75,0.44
867,2.21,90.59,5.67
2066,1.86,83.85,3.98
431,9.51,47.11,7.72
4835,2.1,41.11,0.38
4278,2.61,23.66,4.02
1206,9.7,73.0,7.99
2528,7.35,13.17,5.23
1169,7.0,68.02,5.5
830,8.53,84.25,0.97
1651,1.16,22.85,1.32
1136,7.06,86.64,6.77
2810,5.04,3.33,6.75
475,8.29,91.28,9.79
2810,5.08,11.84,7.12
1326,6.2,64.58,4.93
1019,4.78,25.01,8.57
1836,4.78,83.66,1.04
4256,7.68,51.23,4.49
2448,6.29,13.52,2.87
4293,6.33,57.1,1.05
1283,4.5,40.79,7.64
659,5.31,66.14,5.11
2010,7.46,88.19,5.57
398,8.26,40.94,4.11
1733,6.97,28.99,4.6
2125,9.24,1.45,1.16
2171,8.2,57.48,6.73
74,5.62,40.23,4.32
4697,6.71,37.46,8.17
3471,9.26,18.29,1.96
836,6.19,43.01,2.05
499,8.25,98.44,6.46
137,6.89,29.78,8.46
2097,5.52,59.97,4.72
3696,2.42,77.65,7.27
1885,4.26,74.92,9.99
2757,9.68,32.88,9.9
3920,6.58,61.09,7.44
1900,5.64,87.13,7.4
2610,9.33,1.54,2.48
3986,5.87,43.57,8.34
1449,5.26,22.43,4.05
546,7.59,38.86,9.62
4676,7.13,41.6,0.81
2003,1.93,74.67,4.36
2096,4.71,9.38,5.56
703,4.73,51.26,4.05
2403,3.78,56.42,2.11
1625,5.17,49.42,5.93
3331,4.13,73.19,7.56
4733,1.99,38.38,6.45
2978,4.12,94.5,2.34
4736,0.72,48.18,7.32
2839,5.76,57.12,2.57
3384,8.54,82.55,1.75
2659,7.25,27.52,6.91
1861,3.6,7.52,8.43
2856,0.87,70.78,4.82
685,2.02,48.3,5.31
4283,5.45,89.65,3.03
1619,2.07,98.27,4.95
4643,5.44,39.91,1.32
1431,2.32,41.54,9.56
875,8.49,40.8,8.0
4713,3.97,32.46,6.68
2461,2.46,78.17,5.38
1365,8.12,75.9,7.92
1243,3.43,47.86,4.95
4998,1.11,4.47,3.0
162,5.7,30.96,1.6
1974,5.82,29.23,6.48
3291,7.15,81.11,9.29
269,2.4,8.76,1.54
631,4.44,80.57,1.8
905,2.82,66.92,4.34
3471,0.81,73.24,8.07
3253,8.77,43.22,2.94
2014,7.29,67.97,2.54
1641,3.01,60.9,6.2
204,5.99,76.9,5.36
581,2.01,44.68,0.6
840,8.9,47.28,0.81
1719,1.15,64.36,6.43
2643,0.04,10.81,4.65
2297,5.02,43.62,9.71
874,5.83,97.2,6.79
689,5.79,3.76,0.1
4000,0.55,31.6,4.81
3141,3.14,31.41,4.14
1422,4.99,63.35,1.07
671,2.17,10.58,9.23
1171,8.73,62.85,8.05
3726,0.87,9.5,2.3
943,4.87,9.5,2.56
1449,6.91,72.82,0.32
3737,2.62,32.41,2.97
2539,6.24,97.74,5.85
3959,8.29,3.74,4.21
4991,1.9,44.51,9.69
4260,9.17,11.31,0.56
2361,5.54,35.14,5.91
3652,2.99,99.82,8.58
3670,4.31,88.88,4.81
1753,3.12,4.83,0.03
2352,7.25,56.33,2.43
1938,7.96,64.78,3.24
370,8.33,20.95,9.66
4948,9.86,14.51,9.12
4479,7.91,90.44,9.49
1931,6.01,96.88,8.26
424,3.39,99.19,3.52
4724,5.45,78.98,9.06
894,0.41,66.35,9.82
597,7.45,34.57,3.5
3062,4.46,17.14,2.61
2336,0.2,7.9,5.47
4688,0.63,69.33,1.87
1687,3.87,78.47,0.33
572,5.83,82.65,9.46
2090,4.64,91.38,9.26
3669,6.19,87.99,1.63
4272,4.8,99.97,4.08
4624,6.62,24.41,8.31
1633,2.19,76.33,6.61
1517,1.13,58.65,3.95
4293,5.96,26.12,7.44
2657,4.85,98.19,8.97
3648,0.27,89.79,9.26
4948,3.8,12.85,3.79
3588,1.06,2.62,1.74
1537,5.31,68.83,9.13
3137,3.96,60.41,0.93
97,6.13,93.58,7.22
3215,8.06,23.4,1.4
4530,3.0,8.44,3.89
4732,9.62,25.92,4.12
3750,5.36,1.89,1.59
3157,6.18,3.59,9.23
4683,6.81,91.49,0.03
343,6.67,35.2,8.94
4666,5.11,41.08,8.84
610,4.29,1.84,3.17
1727,0.54,27.05,7.04
2290,0.22,80.47,2.53
1854,3.58,61.55,7.59
2608,3.34,75.38,5.61
2079,3.88,44.72,3.0
2324,1.38,30.97,4.0
4627,7.38,48.28,6.9
1177,8.57,32.31,9.06
1091,9.39,83.9,1.31
4979,4.92,29.77,5.71
2791,7.01,65.98,2.54
1749,8.56,13.7,8.01
2675,4.18,68.69,0.7
781,3.09,91.33,6.89
3048,9.37,60.86,1.75
2105,5.16,55.99,5.96
3867,4.97,96.11,8.36
4976,1.78,62.74,7.55
4542,1.08,25.96,7.53
2113,8.42,29.24,5.18
3970,6.14,70.53,8.91
1991,3.26,73.54,5.88
1067,1.92,30.35,9.18
1577,5.55,34.53,5.47
1011,5.84,99.11,5.06
2274,2.07,10.2,2.22
4869,8.51,40.46,5.45
1814,0.84,6.24,1.41
2426,3.56,82.11,8.7
4402,6.8,9.23,6.76
4874,2.74,67.4,9.94
2551,8.28,5.65,0.92
3657,7.4,67.29,2.41
7,7.89,84.3,8.77
2555,1.19,39.88,3.95
475,1.41,52.21,4.66
2211,2.86,40.15,8.61
484,5.18,30.05,5.22
5000,7.48,80.33,1.93
4654,8.37,27.2,8.92
2285,7.04,72.29,0.31
4563,9.29,20.62,8.95
3525,7.39,24.99,0.51
3339,3.06,33.65,6.66
2822,2.65,58.92,0.72
4943,6.96,45.44,7.06
2924,1.93,74.51,0.34
258,0.93,21.36,8.42
282,5.32,1.07,4.66
1898,8.22,77.66,0.93
4135,1.01,82.16,7.07
2976,7.92,5.95,4.89
2267,8.12,61.09,1.91
3200,4.82,37.82,0.16
612,0.57,79.39,4.18
687,1.75,87.44,0.86
3690,7.07,85.1,0.94
612,7.12,77.72,2.67
2307,8.98,26.91,6.3
3013,5.83,81.19,5.3
1781,1.24,53.35,0.69
2591,1.21,5.28,9.68
2696,7.21,45.69,8.87
3958,1.84,94.22,2.59
574,3.28,88.79,1.22
1910,4.87,10.23,9.42
3604,0.25,74.41,4.61
669,2.49,80.58,3.11
4364,4.08,27.14,4.9
1283,2.8,47.16,7.73
923,1.36,71.1,1.68
1125,7.28,43.9,7.67
1529,8.13,11.28,7.49
1594,2.57,70.59,5.39
246,7.74,91.16,8.66
3711,3.86,65.25,1.32
1560,5.07,77.38,5.95
2400,8.56,35.84,4.49
2243,7.5,18.32,4.22
3864,8.05,64.28,2.53
1939,1.37,32.78,3.72
3069,0.7,86.01,1.08
226,8.93,12.26,2.52
3547,3.88,43.35,2.72
264,2.88,39.67,7.21
1395,7.25,93.81,0.49
3557,8.36,15.31,6.51
645,8.62,0.98,2.21
2990,3.16,23.81,0.82
1899,8.52,82.03,3.01
2504,0.41,20.93,2.24
2772,0.5,24.09,5.52
1154,6.24,12.99,3.57
587,0.63,71.54,9.66
4571,3.25,6.92,9.64
1821,6.73,33.12,4.44
985,3.37,28.25,7.95
4079,1.8,55.52,0.13
3348,2.81,73.04,5.48
3831,4.58,53.29,7.43
1241,4.75,93.1,2.17
189,7.83,95.14,0.61
980,7.5,36.15,1.56
1698,4.57,77.77,4.42
1715,8.46,73.88,5.06
2593,1.14,89.3,3.81
4136,2.55,44.79,4.4
4433,8.28,53.05,4.7
1098,3.78,41.58,7.69
2326,9.81,85.04,1.05
3247,4.66,22.97,7.69
895,7.92,23.97,6.89
1674,4.02,37.26,7.42
2909,4.25,23.03,7.34
930,3.83,56.1,4.71
4384,7.19,13.45,2.11
723,5.48,32.02,5.37
2940,9.44,91.34,9.58
1089,2.51,40.92,5.89
4578,1.01,74.82,0.11
935,3.93,11.35,0.6
2295,6.17,24.76,9.93
155,8.61,80.73,0.72
1070,3.46,76.3,0.46
1958,6.54,38.62,3.53
2501,3.5,95.44,9.69
4219,6.17,91.06,3.19
3830,8.85,96.23,4.1
854,2.31,42.79,6.34
639,4.04,19.75,0.24
2238,9.93,62.67,8.98
1602,8.69,68.48,5.19
441,5.65,12.54,4.67
4628,5.17,78.65,8.61
1336,2.85,1.81,9.53
3700,5.17,48.27,4.23
948,8.48,33.1,1.72
3373,6.85,74.03,8.16
459,2.9,31.28,4.03
4646,2.01,82.68,9.36
392,2.65,59.5,9.5
3938,1.7,79.39,1.15
1787,0.96,98.93,9.57
4940,4.19,67.92,3.68
2257,1.13,98.5,6.46
1138,1.72,2.88,0.35
3808,5.47,33.81,8.89
4741,1.65,10.79,6.42
2454,0.64,26.23,6.44
1466,3.17,83.89,9.02
3674,2.2,3.23,5.08
1377,5.15,52.02,4.11
2597,1.02,56.71,8.66
141,7.52,56.12,7.42
2659,9.06,47.53,9.49
4596,7.43,79.06,9.4
839,5.33,13.35,3.82
3618,8.61,31.06,4.47
3917,6.95,61.57,2.56
595,0.11,69.1,6.61
1904,3.94,40.41,3.65
280,8.51,87.54,7.86
423,3.46,41.55,1.22
4365,0.35,40.28,1.16
4249,7.46,3.62,2.04
1750,8.02,55.11,0.84
4757,1.61,70.87,6.2
1967,5.37,11.44,1.47
4088,1.92,30.54,1.6
4178,7.19,78.13,0.14
2946,2.72,36.59,7.82
1449,3.16,24.16,8.12
2331,8.45,67.22,1.62
2220,4.76,19.68,7.4
3789,6.7,89.57,4.34
2810,4.02,10.56,2.4
4728,2.98,70.65,6.21
1531,6.25,49.95,1.78
4882,1.55,86.99,7.57
2990,3.73,12.62,0.48
4493,2.09,67.79,9.59
1143,6.96,57.21,0.72
933,9.44,48.01,5.79
1460,9.96,49.14,9.02
2723,4.5,72.2,0.12
2512,2.53,93.77,4.99
285,4.43,9.13,3.5
264,8.47,1.95,5.8
2367,2.06,80.57,2.25
3447,9.52,10.82,0.65
4916,3.42,98.67,6.26
1762,9.86,61.93,4.17
3048,8.39,65.09,6.22
2381,8.09,19.89,2.11
2269,3.18,24.03,3.39
40,0.09,65.94,5.62
67,3.82,90.97,5.93
987,3.02,98.24,3.72
4008,0.37,19.8,2.8
3198,5.05,13.41,2.74
4790,4.03,5.64,1.75
2524,6.35,86.83,3.25
1085,6.21,29.47,1.99
2479,1.21,0.18,6.34
1693,9.77,22.38,5.69
2315,1.87,34.04,3.83
778,4.45,99.1,3.26
4589,4.88,52.35,2.38
1585,8.13,20.47,5.35
1492,0.99,33.48,9.19
660,4.29,33.03,6.86
1348,6.29,1.97,7.44
1299,2.15,13.52,8.34
3940,6.27,69.52,3.52
1986,9.24,12.03,0.63
2044,9.98,23.07,6.23
3516,0.32,35.07,1.89
1058,2.36,75.77,5.69
976,3.1,58.24,7.4
4577,3.99,68.9,7.84
727,2.42,56.7,3.02
2527,2.03,68.36,5.12
3136,9.55,0.28,6.21
342,9.19,93.09,8.19
1447,0.47,11.09,7.61
2379,3.39,40.62,9.88
3659,4.05,77.1,0.08
526,2.39,43.52,4.37
1896,6.29,94.68,2.56
4754,6.4,46.76,1.2
2073,8.51,87.49,9.12
4915,7.41,81.08,9.98
405,5.43,98.1,1.81
1573,6.54,92.65,0.38
4600,2.74,89.81,2.75
3740,5.93,73.16,8.35
4274,4.89,36.7,2.94
4227,1.33,10.61,0.57
1846,2.43,68.86,0.52
1478,2.92,97.87,4.27
2395,9.24,72.66,9.32
771,2.3,92.87,2.86
578,2.89,80.43,4.27
2901,3.69,16.31,1.02
193,6.64,24.92,4.94
2007,1.18,34.19,6.97
1185,9.54,16.83,2.71
2394,8.66,58.17,2.97
2998,5.77,97.55,8.42
1792,6.74,76.15,0.1
1110,0.17,42.34,6.36
4005,3.39,0.45,3.94
2261,7.96,31.33,2.98
3736,0.77,52.68,6.58
3793,2.82,32.43,8.35
1936,5.85,11.1,5.58
4875,2.56,44.28,0.31
4357,9.34,25.33,4.61
729,1.31,90.92,4.63
4378,7.97,10.18,5.44
3451,5.08,4.92,6.71
4457,7.5,0.53,0.19
4536,3.11,32.81,5.02
2140,5.14,66.04,5.88
1644,8.57,73.04,3.43
2800,4.67,45.33,6.68
4962,3.6,68.43,2.28
141,5.36,35.99,3.17
1455,7.17,66.78,9.63
4796,4.44,4.06,3.48
2096,9.39,39.08,3.47
1325,2.95,79.08,5.96
4976,4.75,80.3,9.71
1213,7.57,71.61,9.83
1159,6.89,20.42,5.8
4650,8.64,24.72,0.01
4499,9.97,99.61,9.01
4987,4.27,10.34,5.7
4697,1.11,18.07,3.66
340,0.3,13.0,8.29
3828,7.27,32.77,4.0
1968,8.74,21.02,0.34
703,2.21,49.77,8.21
4413,1.58,47.6,5.46
2429,0.62,90.15,3.38
1800,8.23,3.47,2.51
4912,3.11,31.99,5.94
4648,4.02,59.67,2.08
855,5.03,60.48,3.24
1812,8.39,48.01,6.37
2866,6.51,81.57,8.82
3642,6.15,6.27,5.33
182,1.76,81.55,7.59
3112,5.13,49.48,7.63
4492,7.15,13.38,6.64
1517,9.73,88.57,2.46
1356,2.01,64.92,8.67
2174,0.1,16.35,4.36
3629,0.75,3.36,0.44
3628,3.76,14.11,2.45
4096,8.21,60.88,7.66
3239,0.07,17.93,0.69
3691,4.57,22.58,1.47
18,3.29,2.51,6.94
3403,0.52,72.29,8.93
